,id,type,number,country,date,abstract,title,kind,num_claims
3529,8116244,utility,8116244,US,2012-02-14,"A method and apparatus includes a scheduling entity ( 308 ) for scheduling and transmitting the superframe ( 402 ) across a communication network ( 200 ). The controller ( 310 ) coupled with scheduling entity ( 308 ) groups the subscriber unit ( 304 ) into one of the plurality of groups. The scheduler entity ( 308 ) assigns a coding scheme for each group and encodes each frame of the superframe ( 402 ) based upon the assigned coding scheme for the group, to which the frame is to be transmitted. The transceiver ( 316 ) coupled with controller ( 310 ) via hardware interface ( 314 ) receives the encoded superframe and transmits the superframe to the plurality of subscriber units in the communication network ( 200 ).",Method and apparatus for transmitting a superframe across a communication network,B2,20
3530,8116738,utility,8116738,US,2012-02-14,"A method and system for managing information using a gateway ( 130 ) is disclosed. The network includes a gateway ( 130 ) and at least one wireless device ( 110, 115 ). The method includes ( 304 ) downloading information from a predefined source to a gateway via a broadband link in response to a real time request received from a wireless device. Further, the method includes ( 306 ) storing the information within the gateway. Moreover, the method includes ( 308 ) transmitting the stored information from the gateway to the wireless device.",Method and system for managing information within a network,B2,12
3531,8126076,utility,8126076,US,2012-02-28,"Multiple transmit antenna transmission together with preferably pseudo-random, antenna-specific, scrambling (PRAS) is utilized to scramble incoming data differently on different antennas for those users requiring frequency diversity type transmissions. When PRAS is activated for a particular allocation, each transmit antenna applies a different scrambling sequence to the data symbols that are transmitted in the allocation.",Method and apparatus for transmission within a multi-carrier communication system,B2,5
3532,8131214,utility,8131214,US,2012-03-06,"A method, a tap initiator, and tap target in a close proximity communication are disclosed. A tap interface 106 may initiate a tap with a tap target 104 . The tap interface 108 may receive a tap from a tap initiator 102 . A tap gauge 110 may measure a tap duration between the tap initiator 102 and the tap target 104 . A processor 304 may determine if the tap duration is within a first duration range and a second duration range and executes a first action for the first duration range and a second action for the second duration range.",Method for selecting content for transfer or synchronization between devices,B2,17
3533,8132920,utility,8132920,US,2012-03-13,"A video projector includes a reduced size spatial light modulator ( 400 ) that spatially modulates light from a light source ( 502 ) according to only a portion (e.g., &#xbd;) of a video frame at a time. A beam steerer ( 508, 600, 1600 ) steers spatially modulated light from the spatial light modulator to a correspond region (e.g., upper half, lower half) of a projection screen/surface ( 512 ) and one or more lenses ( 506, 510, 702, 802, 1002, 1008, 1100, 1300, 1502 ) insure that the spatially light modulator ( 400 ) is imaged onto the projection screen/surface ( 512 ).",Thin microprojector with switched beam bender and method of operating the same,B2,15
3534,8140606,utility,8140606,US,2012-03-20,"A base station transmitter for maintaining data rate transmission between a set of Fourier Transform matrices, having a digital Fourier Transform Matrix (FTM), and analog FTM, and a plurality of transmit paths therebetween. During the occurrence of a power amplifier failure, the method includes detecting the failure of a power amplifier (PA); and reconfiguring the digital FTM and analog FTM to a pass-thru mode.",Method and apparatus for a fail safe fourier transform matrix,B2,20
3535,8145214,utility,8145214,US,2012-03-27,"The present invention discloses a solution for improving scan time in a co-banded mobile communication device. The solution can maintain a set of records within a data store of a co-banded mobile communication device. The set of records can include two or more communication rasters that represent an overlap between frequency bands used by different access technologies supported by the mobile communication device. A frequency band for a first access technology can be scanned for communication rasters allocated for that access technology. For each occupied communication raster, a related record of the set of maintained records can be updated to indicate that the communication raster is occupied. A frequency band for a second access technology can then be scan",Raster skipping in co-banded mobile communication devices based on previous scans for any band,B2,16
3536,8145869,utility,8145869,US,2012-03-27,"A single data bus to a memory device can be split up into a number of data bus portions, each of which is managed by a different respective controller chip of multiple controller chips. During a memory access to a respective memory device, each of the multiple controller chips controls a different corresponding portion of the data bus to retrieve data from or store data to the memory device depending on whether the access is a read or write. To perform the data access, a synchronizer circuit (internal and/or external to the memory controller chips) synchronizes the multiple memory controller chips such that one of the memory controller chips drives the address bus and/or control signals to the memory device. After setting the address to the memory device, t",Data access and multi-chip controller,B2,12
3537,8149144,utility,8149144,US,2012-04-03,Hybrid range coding/combinatorial coding (FPC) encoders and decoders are provided. Encoding and decoding can be dynamically switched between range coding and combinatorial according to the ratio of ones to the ratio of bits in a partial remaining sequence in order to reduce the computational complexity of encoding and decoding.,Hybrid arithmetic-combinatorial encoder,B2,16
3538,8150169,utility,8150169,US,2012-04-03,"Embodiments of computer implemented methods and systems for object clustering and identification are described. One example embodiment includes receiving an unclustered video object, determining a first distance between the unclustered video object and an arbitrary representative video object, the arbitrary representative video object being selected from representative video objects, estimating distances between the unclustered video object and the representative video objects based on the first distance and precalculated distances between the arbitrary representative video object and the representative video objects, and, based on the estimated distances, selectively associating the unclustered video object with a video cluster, thereby producing a cluster",System and method for object clustering and identification in video,B2,23
3539,8151306,utility,8151306,US,2012-04-03,"A system for wireless remote control of a gateway and ordering or invocation of services provided by a headend. The remote control includes a video display and user input device or keyboard and can decompress and display compressed streaming video in some embodiments. Some species of the remote control can act as web browsers, appliance control, TIVO function control, an IP telephony telephone, a cellular telephone and/or an MP3 player. In some embodiments, the gateway and/or headend can implement TIVO-like functions under control from a wireless remote of custom design or implemented on a Personal Digital Assistant.","Remote control for wireless control of system including home gateway and headend, either or both of which have digital video recording functionality",B2,7
3540,8158224,utility,8158224,US,2012-04-17,"A housing ( 100, 300, 600, 700 ) for storing and protecting items comprises a photoreactive material ( 106 ) that selectively and irreversibly changes colors upon exposure to activating radiation ( 124, 324 ); and an ultraviolet attenuation coating ( 102, 702 ) disposed over the photoreactive material ( 106 ). Radiation ( 124, 324 ) is selectively applied to the photoreactive material ( 106 ) to irreversibly change the color of the photoreactive material ( 106 ) and therefore the housing ( 100, 300, 600, 700 ). An optional patterned layer ( 332 ) may be disposed between the photoreactive material ( 106 ) and the selective application of radiation ( 124, 324 ), and a background color ( 108 ) may be included, to affect the visual presentation of the housing (",Method and apparatus for altering device appearance,B2,9
3541,8160019,utility,8160019,US,2012-04-17,"Disclosed are a method and system for transmitting and receiving traffic, by a plurality of backhaul collector sites, to and from transceivers associated with sectors of a backhaul frequency reuse plan using a backhaul portion thereof. The method and system further transmit and receive traffic, at a backstretch super collector site of a backstretch cell, to and from alternate or a subset of backhaul collector sites of the plurality of backhaul collector sites surrounding the backstretch collector site.",Method and system for in-band wireless backstretch,B2,9
3542,8160067,utility,8160067,US,2012-04-17,"A wireless access point ( 200 ), upon determining ( 101 ) that a need exists to support a communication need of a mobile station, acquires ( 102 ) a first Internet Protocol (IP) address and automatically transmits ( 103 ) a gratuitous Address Resolution Protocol message to a local router to thereby cause the latter to correlate the first IP address to a Medium Access Control address for the wireless access point. In a preferred embodiment the wireless access point can also automatically transmit a registration request to a remote network element (such as a Home Agent) that presents this first IP address as a care-of address to use in conjunction with another IP address that serves as a home address for the mobile station.",Address resolution protocol-based wireless access point method and apparatus,B2,10
3543,8160540,utility,8160540,US,2012-04-17,An emergency telephone call is supported and routed to a Public Safety Answering Point (PSAP) in an IP based packet switched wireless communications network. An activate PDP context request is sent from a user equipment to the network. A parameter in said activate PDP context request indicates that the PDP context will be used to transfer an emergency call. An activate PDP context accept message is returned from said support node to said user equipment. Said activate PDP context accept message acknowledges said activate PDP context request message and provides the address of a call state control function. A call setup request transferred to the call state control function includes the Service Area Identity (SAI). The call state control function selects a PS,Telephony services in mobile IP networks,B2,11
3544,8160618,utility,8160618,US,2012-04-17,"A method in a wireless communication system ( 100 ) dynamically updates paging gap times ( 314, 324 ) associated with a plurality of addresses ( 312, 322 ) of at least one wireless device ( 110 ) in a two phase paging system included in the wireless communication system ( 100 ). The method includes updating a first paging gap time ( 314 ) associated with a first address ( 312 ) of the at least one wireless device ( 110 ) in a two phase paging system, and updating a second paging gap time ( 324 ) associated with a second address ( 322 ) of the at least one wireless device ( 110 ), the second paging gap time ( 324 ) being different than the first paging gap time ( 314 ).",Method for increasing system capacity and wireless device battery life by selection of delay gap between QPC message and page message,B2,19
3545,8165074,utility,8165074,US,2012-04-24,"A technique for handling service flows in a wireless communication system includes receiving a first packet over a first service flow. In this case, the first service flow has a first quality of service. Next, a packet classifier associated with the first packet is determined. A second service flow with a selected quality of service is then created when the packet classifier for the first packet corresponds to a selected classifier.",Techniques for handling service flows in wireless communication systems,B2,16
3546,8165586,utility,8165586,US,2012-04-24,"A base station, which includes a processor and a transmitter, communicates a reference signal to wireless communication devices in a wireless communication system. The processor encodes the reference signal into a first set of transmission resources, encodes other information into a second set of transmission resources, and multiplexes the two sets of transmission resources into a subframe, such that the first set of transmission resources is multiplexed into at least a portion of a first set of orthogonal frequency division multiplexed (OFDM) symbols based on an identifier associated with the base station and the second set of transmission resources is multiplexed into a second set of OFDM symbols. The transmitter transmits the subframe to the wireless dev",Apparatus and method for communicating and processing a reference signal based on an identifier associated with a base station,B2,52
3547,8170094,utility,8170094,US,2012-05-01,"A scalable video compression system ( 100 ) having an encoder ( 120 ), bit extractor ( 140 ), and decoder ( 160 ) for efficiently encoding and decoding a scalable embedded bitstream ( 130 ) at different video resolution, framerate, and video quality levels is provided. Bits can be extracted in order of refinement layer ( 136 ), followed by temporal level ( 132 ), followed by spatial layer ( 134 ), wherein each bit extracted provides an incremental improvement in video decoding quality. Bit extraction can be truncated at a position in the embedded bitstream corresponding to a maximum refinement layer, a maximum temporal level, and a maximum spatial layer. For a given refinement layer, bits are extracted from all spatial layers in a lower temporal level prior",Method and system for scalable bitstream extraction,B2,17
3548,8175530,utility,8175530,US,2012-05-08,A method and wireless device ( 102 ) dynamically adapt a physical entertainment experience for a user of an entertainment system. At least one communication device ( 106 ) associated with an entertainment device ( 120 ) is situated in close proximity to the entertainment device ( 120 ). At least one user profile ( 114 ) is wirelessly transmitted from the wireless device ( 102 ) via the at least one communication device ( 106 ) to a controller ( 104 ) associated with the entertainment device ( 120 ). The user profile ( 114 ) includes at least a set of preferences associated with at least one sensory effect available at the entertainment device ( 120 ). The controller ( 104 ) uses the set of preferences to dynamically adapt a behavior of the entertainment dev,Personalizing entertainment experiences based on user profiles,B2,17
3549,8175600,utility,8175600,US,2012-05-08,A method and apparatus for handing over a mobile station ( 106 ) from a serving base station ( 104 a ) to a target base station ( 104 b ) within a wireless communication system ( 100 ) is described. A session is established between the mobile station and the serving base station and it is determined that the mobile station is to be handed over from the serving base station to the target base station. The target base station notifies the serving base station of identifying data of the target base station and added to the identifying data is a message to be sent to mobile station regarding the handover of the mobile station. The serving base station sends the message including the identifying data to the mobile station and the mobile station is handed over fr,Method and apparatus for decreasing latencies during handover,B2,3
3550,8175651,utility,8175651,US,2012-05-08,"Disclosed are devices and methods for receiving, by a telephone device, data of an Interactive Voice Response (IVR) menu tree that is made available to the telephone device by a server of a remote database, or in the alternative, is made dynamically available to the telephone device. In an embodiment, an IVR menu tree may include menu tags according to a menu description protocol and may be delivered as the IVR menu tree is updated so that the telephone device receives an up-to-date menu tree automatically. The received IVR menu tree may be visually output to the display screen of the telephone device. Accordingly, the received IVR menu tree can be visual menu output rendered as a menu tree display and configured to be navigable on the display screen by a u",Devices and methods for automating interactive voice response system interaction,B2,18
3551,8175888,utility,8175888,US,2012-05-08,"During operation a multiple channel audio input signal is received and coded to generate a coded audio signal. A balance factor having balance factor components each associated with an audio signal of the multiple channel audio signal is generated. A gain value to be applied to the coded audio signal to generate an estimate of the multiple channel audio signal based on the balance factor and the multiple channel audio signal is determined, with the gain value configured to minimize a distortion value between the multiple channel audio signal and the estimate of the multiple channel audio signal. The representation of the gain value may be output for transmission and/or storage.",Enhanced layered gain factor balancing within a multiple-channel audio coding system,B2,18
3552,8180365,utility,8180365,US,2012-05-15,"A method and apparatus for identifying a geographic area having undesirable wireless service is described. The method includes, collecting Radio frequency (RF) environment information of the wireless service. The method further includes, determining locations of a plurality of subscriber units based on the RF environment information. Further, the method includes, processing the RF environment information and the locations of the plurality of subscriber units to identify the geographic area having the undesirable wireless service.",Method and apparatus for identifying a geographic area having undesirable wireless service,B2,12
3553,8184914,utility,8184914,US,2012-05-22,"A method to recognize a facial image is described. An input facial image is normalized by scaling and rotation angle using methods of eye pupil centers detection. The input facial image is further normalized by lighting intensity. Template images are obtained either by the processing of certain images taken from different face positions, or by a preliminary reconstruction of a 3D face model based on stereo-pair images. Using the 3D model template, facial images are generated at different rotation angles. Distances between the input facial image and the template image are calculated from the Discrete Cosine Transformation (DCT) features, defined by overlapped blocks of these images. The facial image is recognized based on these distances.",Method and system of person identification by facial image,B2,24
3554,8189522,utility,8189522,US,2012-05-29,"An apparatus and method for communicating system information in a wireless communication network. A first step 200 includes defining unicast threshold parameter(s). A next step 201 includes receiving a request for system information. A next step 202, 204 includes determining if the system information exceeds the threshold parameter(s). A next step 206 - 216 includes scheduling an ad-hoc broadcast of the system information if the system information exceeds the threshold parameter(s). A next step 218 includes sending a pointer to the scheduled ad-hoc broadcast. A next step 220 includes broadcasting the network service provider information per the schedule.",Communicating system information in a wireless communication network,B2,10
3555,8190213,utility,8190213,US,2012-05-29,"An electronic communication device ( 100 ) is configured to automatically create reminders in a reminder application ( 206 ) in response to received communications, interruption events, or other occurrences. For example, when an interruption event is detected, a soft key ( 103,104 ) is configured with a reminder creation function. Upon actuation of the soft key ( 103,104 ) the reminder application ( 206 ) automatically creates a reminder by associating a communication type and a device identifier with the reminder. A user is then able to select the reminder from a list. At selection, an actuation application ( 208 ) launches an application corresponding to the communication type and initiates a communication with the device identifier.",Method and apparatus for one-click reminder creation,B2,20
3556,8194572,utility,8194572,US,2012-06-05,"A method for increasing performance of a wireless communication system is provided. The method includes determining ( 220 ) quality of service parameters that will result in a reduced likelihood that an application assigned the determined quality of service parameters will be scheduled for transmission, identifying ( 230 ) an application to be provided service that is less than best effort, and assigning ( 240 ) the determined one or more quality of service parameters to the identified application. In an embodiment, the method further assigns ( 250 ) a dedicated bearer to the identified application and either does not schedule ( 260 ) the dedicated bearer at all or schedules ( 270 ) the dedicated bearer less frequently compared to a frequency of scheduling ",Method and apparatus for increasing performance of a wireless communication system,B2,16
3557,8194615,utility,8194615,US,2012-06-05,"A method is described that is for handing over a multi-mode mobile device from a first network technology to a second network technology. The method includes initiating by the multi-mode mobile device a first packet session in a first wireless network in an area of multi-technology wireless coverage and detecting by a multi-mode mobile device a second wireless network supporting a different access network technology than the first wireless network. The method also includes determining a Quality of Service requirement for services supported by the session, and completing initial network entry and session establishment procedures by the multi-mode mobile device for a second session in the second wireless network when the first session includes at least one of",Method for conserving resources during wireless handover of a dual mode mobile station,B2,21
3558,8194762,utility,8194762,US,2012-06-05,An apparatus and method to feedforward non-quantized precoding weights in an OFDM communication system includes a first step ( 300 ) of sending feedback information from a subscriber station (SS) to a base station (BS). A next step ( 302 ) includes deriving non-quantized weight information from the feedback information. A next step ( 304 ) includes transmitting symbols carrying the non-quantized weight information and non-precoded pilot symbols by the BS. A next step ( 305 ) includes receiving the information and symbols by the SS. A next step ( 306 ) includes estimating the non-quantized weights from the symbols carrying the non-quantized weight information and the non-precoded pilot symbols by the SS. A next step ( 308 ) includes decoding data from the BS,Feedforward of non-quantized precoding weights in a wireless communications system,B2,14
3559,8195233,utility,8195233,US,2012-06-05,"Methods and devices for allowing a wireless communication device ( 1301 ) initially unauthorized for communication with a network to obtain persistent soft network subscription credential information ( 1303 ) from a wireless communication device ( 1401 ) initially authorized for communication with the network are disclosed. In performing the persistent transfer of the soft network subscription credential information ( 1303 ), one of a token management module ( 1312 ), a session initiation protocol communication module ( 1408 ), or a electronic rights manager ( 1406 ) may be used to ensure that only one communication device is capable of communicating with a network at any one time.",Methods and systems for identity management in wireless devices,B2,38
3560,8195250,utility,8195250,US,2012-06-05,"A multi-mode communication device ( 100 ) uses a first wireless modem ( 118 ) and a second wireless modem ( 120 ) which operates independently to facilitate communication over different air interfaces. Both modems are powered by a common battery ( 105 ). When the first wireless modem engages in a communication activity, the second wireless modem's maximum operating power level is reduced. When the first wireless modem ceases communication activity, the second wireless modems full operating power range is restored.",Method and apparatus for controlling power among modems in a multi-mode mobile communication device,B2,17
3561,8199731,utility,8199731,US,2012-06-12,"A method and apparatus for establishing data connections between multiple networks is provided. A portable, electronic device 300 , such as a mobile telephone, includes a communication module 303 configured to initiate the data connection by transmitting an initiation request. The device 300 establishes the data connection, which may be a packet data protocol-context data connection in a general packet radio service environment, by transmitting an initiation request that includes a network identifier such as access point name to obtain an Internet protocol address. Upon determining available network channels suitable for establishment of the network connection, a processing module 304 selects a corresponding network identifier from a look-up table 305 of ne",Method and apparatus for facilitating switched packet data services on multiple networks,B2,21
3562,8204036,utility,8204036,US,2012-06-19,A method for coexistence of an orthogonal frequency division multiple access (OFDMA) receiver ( 117 ) such as a WiMAX receiver with a synchronous frame-based transmitter ( 115 ) such as a Bluetooth transmitter within a mobile station ( 110 ) receives an estimated media access protocol (MAP&#x2032;) signal indicating when a MAP message is expected to be received by the OFDMA receiver ( 117 ) and uses it at a Bluetooth shutdown signal ( 190 ) at least when a MAP message is expected to be received. The MAP&#x2032; signal can be taken directly from the ODFMA transceiver ( 117 ) or it may be produced through analysis of a receiver-enable (RXE) signal that includes not only MAP symbols but also downlink data symbols. The RXE signal can be analyzed using interrupt,Method and apparatus for coexistence,B2,20
3563,8204491,utility,8204491,US,2012-06-19,"A method in a mobile communication device and a network for transmitting, receiving, and processing a user-accessible contact information data entry in a contact information storage medium ( 214 ). User-accessible contact information data, such as a telephone book entry, is transmitted by a sender's device to the mobile communication device ( 202 ) with particular restrictions on the entry that trigger a processor ( 212 ) to carry out instructions ( 226, 224, 222 ) to restrict annunciation, transmission, and/or modification of the telephone book entry and also to trigger instructions ( 218 ) to delete all or part of the telephone book entry upon fulfillment of an expiration criterion specified by the sender's device.",Method and device for restricted access contact information datum,B2,7
3564,8204957,utility,8204957,US,2012-06-19,"A method of operating a communication device to facilitate a user to control multiple concurrent communication sessions. In operation, the communication device receives a plurality of incoming communications from a plurality of recipients, in which each recipient corresponds to at least one of the multiple concurrent communication sessions. The communication device further detects a user response from a user interface of the communication device in response to receiving the incoming communications. Next, the communication device correlates the user response with at least one of the received incoming communications or previously received communications corresponding to the recipients. Further, the communication device selects at least one of the plurality of",Method for facilitating user of a communication device to control multiple concurrent communication sessions,B2,20
3565,8205129,utility,8205129,US,2012-06-19,"A base station ( 103 ) operates a hybrid retransmission scheme for a communication to a first subscriber unit ( 101 ) over a communication channel of an air interface of a cellular communication system. The base station ( 103 ) comprises a retransmission parameter controller ( 209 ) which sets a transmission parameter, such as a transmit power or an error correcting scheme, for a transmission of the communication in response to an operating point for the retransmission scheme. A CQI processor ( 203 ) determines a channel quality indication for the communication channel and a variation processor ( 205 ) determines a variation measure of a variation of the channel quality indication. The variation measure can for example be a rate of change. An operating poin",Retransmission in a cellular communication system,B2,9
3566,8213394,utility,8213394,US,2012-07-03,"State machine diagram ( 300 ) illustrates inactive connection ( 303 ) management wherein all bindings are deregistered, but active sessions remain. The mobile station may, re-register the connection ( 309 ), to stop the Linger Timer ( 305 ) and return the connection to the active state ( 303 ) before timeout, or otherwise before the inactive connection is terminated. Otherwise, the Linger Timer may be stopped when the last active session is moved to a different connection, or released ( 311 ). If the Linger Timer times out ( 315 ), any active sessions will be released without the explicit action of the mobile station. In the active state ( 303 ), if all bindings are deregistered and no active sessions are present, the connection may be terminated immediatel",Method and apparatus for management of inactive connections for service continuity in an agnostic access internet protocol multimedia communication,B2,5
3567,8213904,utility,8213904,US,2012-07-03,"A method for updating wireless application protocol (WAP) data at an electronic communication device during a mobile internet protocol (MIP) registration process includes processing at an authentication, authorization, and accounting (AAA) server a first access request message that identifies the electronic device (step 805 ). It is then determined that the electronic device requires updated WAP provisioning (step 810 ). The AAA server is then changed to a WAP provisioning ongoing state (step 815 ). An access reject message including updated WAP provisioning data is then transmitted from the AAA server (step 820 ). A second access request message, including the updated WAP provisioning data is then verified at the AAA server (step 830 ). The AAA server is t",Method and apparatus for provisioning an electronic communication device via a mobile internet protocol registration,B2,18
3568,8219073,utility,8219073,US,2012-07-10,A method for presenting multiple communications in a wireless communication device ( 100 ) comprising presenting ( 308 ) a plurality of communications concurrently with at least one output device of a wireless communication device. The method further comprises formatting the plurality of communications on the at least one output device as a function of the number of communications of the plurality of communications and of at least one condition and a function of a communication characteristic.,Method for simlutaneous communications management,B2,17
3569,8223235,utility,8223235,US,2012-07-17,"A method of forming an image of a moving object is provided. The method includes capturing a first digital image of a moving object using a first rolling shutter scanning in a first direction. Likewise, a second digital image of the moving object is captured using a second rolling shutter scanning in a second direction different from the first direction. The first and second digital images are processed to form a composite digital image of the moving image.",Digital imager with dual rolling shutters,B2,15
3570,8223692,utility,8223692,US,2012-07-17,"An infrastructure-based mobility determination module (MDM) receives multiple measurement reports from the MS and, for each received measurement report, stores values corresponding to values included in the report that are associated with measurements of parameters associated with received signals, wherein each stored value is stored in association with a wireless access node sourcing the corresponding signal. For each of one or more pairings of received measurement reports, the MDM then determines a signal parameter measurement change value corresponding to a change from the signal parameter measurement values associated with a first measurement report of the pairing to the signal parameter measurement values associated with a second measurement report of ",Method and apparatus for determining a mobility of a mobile station in a wireless communication system,B2,20
3571,8223707,utility,8223707,US,2012-07-17,"A method and Node B are disclosed for allocation of &#x201c;sticky&#x201d; resources in an Orthogonal Frequency Division Multiplexing communication system. The Node B comprises a scheduler that is configured to make a sticky resource allocation to a user equipment, determine that a transmit power level allocated for transmissions to the user equipment should be adjusted, determine whether the resources allocated to the user equipment comprise a Quadrature Phase Shift Keying (QPSK) modulation scheme, and in response to determining that the resources allocated to the user equipment comprise a QPSK modulation scheme, adjust the allocated transmit power level without informing the user equipment of the adjustment. The Node B further may condition the determinat",Method and apparatus for resource allocation in an orthogonal frequency division multiplexing communication system,B2,10
3572,8223737,utility,8223737,US,2012-07-17,"Receiving units will switch between performing a DC bias suppression and not removing the DC distortion at the receiver depending on the amount of DC interference level observed/measured/estimated. Since the overall DC interference is from all uplink transmitters, potentially at different power levels, the amount of DC distortion can be measured based on the difference between the received power level and the expected power level on the DC sub-carrier. Additionally it can be estimated based on the number of active transmitters, their allocation bandwidth, power control target and/or a rough estimate of the DC distortion introduced by each active transmitter and also the distortion introduced by the receiver. Once this distortion level is estimated, a decisi",Adaptive DC sub-carrier handling in a receiver,B2,22
3573,8224184,utility,8224184,US,2012-07-17,"A wireless communication network architecture 100 is provided. The wireless communication network architecture consists of multiple fiber optic rings 110, 120, 130 and employs a Radio over Fiber (RoF) network. Each of these fiber optic rings is constructed using an optical fiber on a segment 105, 115, 125 formed by dividing a path. Each fiber optic ring includes a number of remote antenna units (RAUs) 181 - 184, 191 - 194 . Each RAU 4 is integrated into a corresponding Add/Drop Multiplexer (ADM) 186 - 189, 196 - 199 and each ADM is further connected to a base station.",Method and architecture for providing high bandwidth broadband communication to fast moving users,B2,13
3574,8224303,utility,8224303,US,2012-07-17,"A method, device and system for providing communication session mobility of multimedia content delivered to a mobile communication device, such as a Digital Video Broadcasting-Handheld (DVB-H) mobile video device. For example, multimedia content delivered to a mobile communication device via a DVB-H network can be transferred seamlessly to a cellular data network. Session mobility is provided using a control server or session controller configured to manage and facilitate the transfer of the content delivery. The control server manages the transfer in response to receiving appropriate communication session control information from the mobile communication device. The control server can be a network element coupled to or contained within the network that cou","Method, device and system for session mobility of multimedia content delivered to mobile communication devices",B2,19
3575,8238900,utility,8238900,US,2012-08-07,"A mobile station ( 129 ) will have the capability to detect an impending cell change and Routing Area Update (RAU) and will send a &#x201c;Request Deny&#x201d; message to the network via the serving cell prior to handing over. The PTT server ( 131 ) will use the Request Deny message as an indication that an inter-SGSN RAU may be occurring. The PTT server ( 131 ) will wait for the mobile station to reappear, after handover, on a new cell. If the mobile does not reappear, an inter-SGSN RAU may be assumed and the PTT server ( 131 ) will release the floor and deny the floor to all mobile stations. This action forces all mobile stations back into idle mode and prevents them from seizing the floor. The PTT server ( 131 ) will then wait for the mobile station ( 12",Management of anticipated data outages in a Push-to-X communication system,B2,11
3576,8238976,utility,8238976,US,2012-08-07,"A base station arrangement for a cellular communication system comprises a plurality of antennas ( 101 - 105 ) where each antenna ( 101 - 105 ) has a different coverage area. The base station arrangement can operate in a sectorised mode and a non-sectorised mode controlled by a mode controller ( 119 ). When in the sectorised mode, the base station arrangement provides an individual broadcast control carrier to each antenna ( 101 - 105 ) of the plurality of antennas ( 101 - 105 ) thereby supporting a plurality of cells each having a coverage area of the corresponding antenna ( 101 - 105 ). When in the non-sectorised mode, the base station arrangement provides a common broadcast carrier to all antennas ( 101 - 105 ) of the plurality of antennas ( 101 - 105 ) ",Base station arrangement for a cellular communication system,B2,17
3577,8242741,utility,8242741,US,2012-08-14,"Disclosed are systems, apparatus and devices for wireless charging of electronic devices that include magnets in close proximity to primary and secondary inductive charging coils to move the coils within close proximity and within axial alignment to one another. The system includes a charging apparatus including a first coil having within close proximity a first magnet, the primary coil and magnet together capable of moving within the charging apparatus in accordance with magnetic attraction. A battery charging device includes a secondary coil having within close proximity a second magnet. The magnets can attract so that the coils are moved close together. In this way the respective coils are coupled so that inductive charging may be provided. An engagement","Systems, apparatus and devices for wireless charging of electronic devices",B2,19
3578,8244265,utility,8244265,US,2012-08-14,"A technique for reducing a time delay between an application output at a subscriber station and uplink resource allocation for the subscriber station includes scheduling, between periodic uplink resource allocations, one or more probe uplink resource allocations for the subscriber station. Next, respective information in at least one of the one or more probe uplink resource allocations is received at an access point. Finally, subsequent periodic uplink resource allocations are scheduled based on at least one of the one or more probe uplink resource allocations.",Techniques for aligning application output and uplink resource allocation in wireless communication systems,B2,17
3579,8244317,utility,8244317,US,2012-08-14,"There is disclosed a portable electronic device comprising a front surface, a side surface, and an indicator. The front surface is substantially parallel to a horizontal axis, and the side surface is connected to the front surface. The side surface includes an angled surface and forward side portion between the angled surface and the front surface, in which the angled surface is angled relative to the horizontal axis. The indicator is located at the angled surface of the side surface. For one embodiment, the side surface includes a groove having two angled surfaces and a meeting point where the surfaces meet. The one angled surface angles downward from the meeting point relative to the horizontal axis, and the other angled surface angles upward from the mee",Indicator shelf for portable electronic device,B2,12
3580,8249017,utility,8249017,US,2012-08-21,"A cellular communication system comprises a core network, a first access network not supporting circuit switched services and a second access network supporting circuit switched services. A user equipment detects that an application using circuit switched communication is initiated and accordingly initiates a reselection from the first to the second access network. The user equipment transmits a location update message to a circuit switch mobile switching center of the core network which in response notifies a mobility management entity for the first access network that the access network reselection has been initiated. In response to the notification the mobility management entity initiates a change of a routing association from being with the first access",Cellular communication system and method of operation therefor,B2,20
3581,8249193,utility,8249193,US,2012-08-21,"A wireless communication device including a controller communicably coupled to a transceiver. In one embodiment, the controller generates a QPSK sequence having multiple elements wherein each element includes real and imaginary parts. In another embodiment, the sequence is selected from a groups of sequences stored on a user terminal. Thereafter, the controller generates a reference signal based on the information representative of the selected QPSK sequence.",Reference signal sequence representation in wireless communication device,B2,10
3582,8249545,utility,8249545,US,2012-08-21,"A method ( 200 ) and an apparatus ( 106 ) for a communication device for conveying information contained in an emergency broadcast message to an external device ( 110 ) are provided. The communication device ( 106 ) monitors ( 204 ) incoming broadcast messages in at least one of a broadcast mode and a multicast mode of a Multimedia Broadcast and Multimedia Service, and determines ( 206 ) whether the incoming broadcast messages include the emergency broadcast message. If the emergency broadcast message is included, then the communication device ( 106 ) receives ( 208 ) the emergency broadcast message, transmits ( 210 ) an acknowledgment of receiving the emergency broadcast message, and transmits ( 212 ) the information ( 108 ) contained in the emergency broa",Emergency broadcast message receiver,B2,19
3583,8253624,utility,8253624,US,2012-08-28,"A method for eliminating or reducing interference in a receiver, for example, interference in a satellite positioning system receiver caused by a co-located TDMA transmitter, including detecting ( 210 ) the presence of a jamming signal, generating a synchronous blanking signal ( 220 ), and reducing the jamming signal by blanking ( 230 ) the receiver with a blanking signal. In one embodiment, the jamming signal is detected in the receiver, for example, at a correlator output of a satellite positioning system receiver.",Detection and reduction of periodic jamming signals in GPS receivers and methods therefor,B2,13
